length_m,objectid,featuretype,description,class,name,operationalstatus,state,spatialconfidence,revised,ga_guid,capacitykv,comment_,st_lengthshape
61563.09187742,2152,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Woolooga to Mungar,Operational,Queensland,5,2020/03/06 00:00:00+00,{CAA94829-EA47-4070-9879-A9077E0040BA},132,,0.566644794252225
101103.4133178,2153,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Teebar Creek to Gin Gin,Operational,Queensland,3,2020/02/20 00:00:00+00,{1171C41B-E258-4E24-92B9-E803DE75FFC3},275,,0.93410111921006
150228.76751453,2154,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Woolooga to Gin Gin (East),Operational,Queensland,5,2020/03/03 00:00:00+00,{2A1DF31D-4134-48E8-8C64-7B9D72A60E2C},275,,1.38662016334489
149189.23694259,2155,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Woolooga to Gin Gin,Operational,Queensland,5,2020/03/03 00:00:00+00,{76B06013-AD34-4E11-B52A-D3CD0AE30385},275,,1.3763925838141
33051.31233089,2156,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Maryborough to Aramara (South),Operational,Queensland,5,2020/02/21 00:00:00+00,{53F06686-BF49-4054-A697-FF62D8546654},132,,0.327120228594645
32986.33562732,2157,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Maryborough to Aramara,Operational,Queensland,5,2020/02/21 00:00:00+00,{FB22DA5E-7396-47AD-9756-FE7BA0F88F14},132,,0.326511309501908
39949.91260782,2158,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bundaberg to Isis (East),Operational,Queensland,5,2020/02/20 00:00:00+00,{1E485BCE-3C1A-4420-9039-0E0F1E360EB1},110,,0.364789711017618
39952.30762616,2159,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bundaberg to Isis,Operational,Queensland,5,2020/02/20 00:00:00+00,{53EA4F56-F50D-465B-B8B1-E89DF0996B48},110,,0.364815207110693
17540.6660778,2160,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Calliope River-H67 to Wurdong,Operational,Queensland,5,2020/03/10 00:00:00+00,{EA97FA3C-931F-46EA-A10B-C22B2B347821},275,,0.163992856193538
152325.05716564,2161,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gin Gin-H6 to Calliope River-H67 (East),Operational,Queensland,5,2020/02/20 00:00:00+00,{9A386298-9656-426C-8D57-DECE32824CC5},275,,1.41981975504088
21706.23852681,2162,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Calliope River-H67 to Boyne Island,Operational,Queensland,5,2020/03/06 00:00:00+00,{FDD37B55-5D42-4C98-ADF7-BA7F9BF09218},132,,0.205809109275187
2848.01053983,2163,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Calliope River to Gladstone North (North),Operational,Queensland,5,2020/03/04 00:00:00+00,{D6A6577E-DEA9-401D-8F69-72D1915981CA},132,,0.02737709623956
2833.72271502,2164,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Calliope River to Gladstone North,Operational,Queensland,5,2020/03/04 00:00:00+00,{2860C91C-0961-42F9-9E1D-6D385648AB1D},132,,0.0272431875068435
2218.57435033,2165,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gladstone South-T152 to Queensland Alumina Limited South Tee,Operational,Queensland,5,2020/03/04 00:00:00+00,{D9A6EDFF-7603-4817-83C9-3F30406E2E83},132,,0.0209665522604454
3292.95037093,2166,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gladstone South-T152 to Queensland Alumina Limited (South East),Operational,Queensland,5,2020/03/04 00:00:00+00,{7EDAC2E9-E744-4916-87DD-6161C1AB55D0},132,,0.0310326319026099
58.91695084,2167,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Queensland Alumina Limited South to Tee,Operational,Queensland,5,2020/03/04 00:00:00+00,{E659BA21-8D66-461C-B841-91288B84EAF2},132,,0.000555123734499897
1072.91118594,2168,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Queensland Alumina Limited to Queensland Alumina Limited South Tee,Operational,Queensland,5,2020/03/04 00:00:00+00,{992905B6-5042-46F1-8EF1-8316187197E9},132,,0.0100521680900932
12202.03275295,2169,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Callemondah to Gladstone South-T152,Operational,Queensland,5,2020/03/04 00:00:00+00,{4BAAF772-4346-4338-B3C1-BE2C75323B46},132,,0.114582964377899
13822.95987551,2170,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Calliope River-H67 to Gladstone South-T152,Operational,Queensland,5,2020/03/04 00:00:00+00,{88B7D1AA-7A97-45E2-A868-31BA30ED2152},132,,0.129296407142604
2438.20350809,2171,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gladstone-T5 to Calliope River-H67,Operational,Queensland,5,2020/03/04 00:00:00+00,{FAA2C863-7412-4253-832D-9267C0CF95F8},132,,0.0237544358917486
204.97516185,2172,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gladstone South-T152 to Gladstone South-T19 (East),Operational,Queensland,3,2020/03/04 00:00:00+00,{87028E28-ABB1-4D83-8664-8A7E5A4278F4},132,,0.00186829361839321
279.67108943,2173,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gladstone South-T152 to Gladstone South-T19,Operational,Queensland,3,2020/03/04 00:00:00+00,{B34A572C-1469-4E80-9C4E-8B4F4A51B498},132,,0.00259285113509998
3185.17839305,2174,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gladstone South-T152 to Queensland Alumina Limited,Operational,Queensland,5,2020/03/04 00:00:00+00,{ECFF903F-4EE5-48F0-875E-15A308276642},132,,0.0299612457354881
7725.61715881,2175,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Wurdong to Boyne Island (South East),Operational,Queensland,5,2020/03/06 00:00:00+00,{0037BBE2-B2C0-4090-AE97-C4E37B7B3B0C},275,,0.0734659983151944
7232.55451019,2176,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Wurdong to Boyne Island,Operational,Queensland,5,2020/03/06 00:00:00+00,{E67AA74F-E813-4FC5-9149-A1763258A414},275,,0.0691842546341016
1876.47450201,2177,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Yarwun to Boat Creek,Operational,Queensland,5,2020/03/02 00:00:00+00,{459E901C-1C9C-47D1-8E8C-00B1B616EC94},132,,0.0181125611336043
1594.45581286,2178,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Yarwun to Boat Creek (South),Operational,Queensland,5,2020/03/02 00:00:00+00,{6B652DE0-DB29-4730-B1FF-56B934901B31},132,,0.0153264693230073
65832.74088086,2179,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Aramara to Kilkivan,Operational,Queensland,5,2020/02/24 00:00:00+00,{F2253BAE-EF38-45ED-A11E-CCC076ECB36A},132,,0.599069658614671
19750.91148389,2180,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kilkivan to Woolooga,Operational,Queensland,5,2020/03/04 00:00:00+00,{EB1A7744-454E-4FFF-9B15-F37D84B82051},132,,0.194544358694071
